product_id	product_shopify_id	product_type_id	size_and_fit_id	product_catagory	product_vendor_id	product_availability	published_at	product_thumbnail	product_title	product_handle	product_description	product_notes	status	status_for_sale	status_for_sale_nonsubscriber	tagging_status	style_image	created_by	updated_by	created_at	updated_at	added_by	hide_product	has_cleaning_category	gtin	mpn	discount_automation	product_image_id	product_shopify_id	product_id	product_image_title	product_image_url	imageposition	isprimary	height	width	created_at	updated_at	created_by	updated_by
9093	0	3	0	2	144	1	2024-03-22 08:16:52	crane-soft-structured-bag-hvisk-blush-pink-698-1.jpg	CRANE SOFT STRUCTURED BAG	crane-soft-structured-bag			1	1	1	1		743	743	2024-03-05 11:05:18	2024-03-22 08:16:54		0	0	0	\N	1	92525	\N	9093	\N	crane-soft-structured-bag-hvisk-blush-pink-698-2.jpg	2	0	0	0	2024-03-22 08:16:54	2024-03-22 08:16:54	743	0
9092	0	3	0	2	144	1	2024-03-22 08:16:23	cliff-shiny-structured-bag-hvisk-light-nude-ac6-1.jpg	CLIFF SHINY STRUCTURED BAG	cliff-shiny-structured-bag			1	1	1	1		743	743	2024-03-05 11:03:11	2024-03-22 08:16:26		0	0	0	\N	1	92522	\N	9092	\N	cliff-shiny-structured-bag-hvisk-light-nude-ac6-1.jpg	1	1	0	0	2024-03-22 08:16:26	2024-03-22 08:16:26	743	0
9092	0	3	0	2	144	1	2024-03-22 08:16:23	cliff-shiny-structured-bag-hvisk-light-nude-ac6-1.jpg	CLIFF SHINY STRUCTURED BAG	cliff-shiny-structured-bag			1	1	1	1		743	743	2024-03-05 11:03:11	2024-03-22 08:16:26		0	0	0	\N	1	92523	\N	9092	\N	cliff-shiny-structured-bag-hvisk-light-nude-ac6-2.jpg	2	0	0	0	2024-03-22 08:16:26	2024-03-22 08:16:26	743	0
9091	0	3	0	2	144	1	2024-03-22 08:15:22	scape-matte-twill-bag-hvisk-dreamy-blue-2d3-1.jpg	SCAPE MATTE TWILL BAG	scape-matte-twill-bag			1	1	1	1		743	743	2024-03-05 11:01:53	2024-03-22 08:15:24		0	0	0	\N	1	92520	\N	9091	\N	scape-matte-twill-bag-hvisk-dreamy-blue-2d3-1.jpg	1	1	0	0	2024-03-22 08:15:24	2024-03-22 08:15:24	743	0
9091	0	3	0	2	144	1	2024-03-22 08:15:22	scape-matte-twill-bag-hvisk-dreamy-blue-2d3-1.jpg	SCAPE MATTE TWILL BAG	scape-matte-twill-bag			1	1	1	1		743	743	2024-03-05 11:01:53	2024-03-22 08:15:24		0	0	0	\N	1	92521	\N	9091	\N	scape-matte-twill-bag-hvisk-dreamy-blue-2d3-2.jpg	2	0	0	0	2024-03-22 08:15:24	2024-03-22 08:15:24	743	0
9090	0	3	0	2	144	1	2024-03-22 08:14:32	doka-mini-matte-twill-bag-hvisk-soft-lavender-f8f-1.jpg	DOKA MINI MATTE TWILL BAG	doka-mini-matte-twill-bag			1	1	1	1		743	743	2024-03-05 10:59:44	2024-03-22 08:14:35		0	0	0	\N	1	92518	\N	9090	\N	doka-mini-matte-twill-bag-hvisk-soft-lavender-f8f-1.jpg	1	1	0	0	2024-03-22 08:14:35	2024-03-22 08:14:35	743	0
9090	0	3	0	2	144	1	2024-03-22 08:14:32	doka-mini-matte-twill-bag-hvisk-soft-lavender-f8f-1.jpg	DOKA MINI MATTE TWILL BAG	doka-mini-matte-twill-bag			1	1	1	1		743	743	2024-03-05 10:59:44	2024-03-22 08:14:35		0	0	0	\N	1	92519	\N	9090	\N	doka-mini-matte-twill-bag-hvisk-soft-lavender-f8f-2.jpg	2	0	0	0	2024-03-22 08:14:35	2024-03-22 08:14:35	743	0
9185	0	-1	0	3	185	0	0000-00-00 00:00:00	numeric-testing-2-fashionpass-testing-brand-blue-257-1.png	NUMERIC TESTING 2	numeric-testing-2			2	2	2	0		6	13	2024-03-22 05:53:43	2024-03-23 01:05:18		0	0	0	\N	1	92517	\N	9185	\N	numeric-testing-2-fashionpass-testing-brand-blue-257-1.png	1	1	0	0	2024-03-22 05:53:45	2024-03-22 05:53:45	6	0
9184	0	-1	0	3	185	0	0000-00-00 00:00:00	numeric-sizes-fashionpass-testing-brand-black-c76-1.png	NUMERIC SIZES	numeric-sizes			2	2	2	0		6	13	2024-03-22 05:52:00	2024-03-23 01:05:18		0	0	0	\N	1	92516	\N	9184	\N	numeric-sizes-fashionpass-testing-brand-black-c76-1.png	1	1	0	0	2024-03-22 05:52:24	2024-03-22 05:52:24	6	0
9004	0	1	0	1	186	1	2024-03-12 02:30:06	testing-live-product-ani-forema-testing-brand-black--gold-f27-1.webp	TESTING LIVE PRODUCT ANI	testing-live-product-ani			2	2	2	1		6	783	2024-02-13 03:14:59	2024-03-22 04:31:38		0	0	0	\N	1	92514	\N	9004	\N	testing-live-product-ani-forema-testing-brand-black--gold-f27-1.webp	1	1	0	0	2024-03-22 04:31:38	2024-03-22 04:31:38	783	0
9005	0	1	0	1	186	1	2024-03-22 02:09:05	testing-live-product-ani2-forema-testing-brand-gold-bf8-1.webp	TESTING LIVE PRODUCT ANI2	testing-live-product-ani2		SKU	2	2	2	0		6	783	2024-02-13 03:18:28	2024-03-22 04:12:34		0	0	0	\N	1	92513	\N	9005	\N	testing-live-product-ani2-forema-testing-brand-gold-bf8-1.webp	1	1	0	0	2024-03-22 04:12:34	2024-03-22 04:12:34	783	0
