product_id,product_shopify_id,product_type_id,size_and_fit_id,product_catagory,product_vendor_id,product_availability,published_at,product_thumbnail,product_title,product_handle,product_description,product_notes,status,status_for_sale,status_for_sale_nonsubscriber,tagging_status,style_image,created_by,updated_by,created_at,updated_at,added_by,hide_product,has_cleaning_category,gtin,mpn,discount_automation,review_id,product_banjo_id,product_id,internal_product_id,customer_id,user_id,img_link,title,text,sizeandfit_id,stars,rentedfor,usualsizeID,sizeworn,reviewDate,person_name,priority,helpful,state,show_status,timestemp,img_link_s3,TotalReactions
2600,3717736726580,2,0,1,115,1,2019-06-18 21:59:54,penelope-slip-dress-charlie-holiday-red-daisy-a44-1.jpg,PENELOPE SLIP DRESS,penelope-slip-dress,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+VGhpcyBqdW1wc3VpdCBpcyBzbyBncmVhdCBmb3IgZXZlcnl0aGluZyBmcm9tIHZhY2F0aW9uIHRvIGhpdHRpbmcgdGhlIGJlYWNoLCB0byBoZWFkaW5nIG92ZXIgdG8gYSBmcmllbmQncyBCQlEuIEluIHR5cGljYWwgQmx1ZSBMaWZlIGZhc2hpb24sIHRoaXMganVtcHN1aXQgZGVsaXZlcnMgZWZmb3J0bGVzcyBib2hvLWNoaWMuPC9wPgo8bWV0YSBjaGFyc2V0PSJ1dGYtOCI+Cjx1bD4KPGxpPjEwMCXCoFBvbHllc3RlcjwvbGk+CjxsaT4KPHA+Rml0dGVkLCBiaWFzIGN1dDwvcD4KPC9saT4KPGxpPgo8cD5TbGltLCBhZGp1c3RhYmxlIHN0cmFwczwvcD4KPC9saT4KPGxpPgo8cD5GdWxseSBsaW5lZDwvcD4KPC9saT4KPC91bD4KIyMjcmV0YWlsCjxwPjEzMDwvcD4KIyMjc2FsZQo8cD5GaW5hbCBzYWxlLCBsaWtlIG5ldyBjb25kaXRpb248L3A+,,2,2,2,1,,\N,1,2019-06-18 23:36:23,2024-01-21 12:23:48,,0,1,0,\N,1,52359,2600,3717736726580,2600,134285,2764750946356,uploads/Charlie-Holiday-Penelope-Slip-Dress-FashionPass-Review-15_1582664428.jpg,Loved,Shows some side boob but felt conservative and pretty enough to wear to meet my boyfriends parents,1,5,Date,XS (0),XS,2020-02-25,Laura,0,0,,1,2020-02-25 13:00:29,review_uploads_compressed/Charlie-Holiday-Penelope-Slip-Dress-FashionPass-Review-15_1582664428.jpg,0
2639,3731118325812,2,0,1,119,1,2019-06-30 08:23:55,thegardeniadress-lanithelabel-purple-1.jpg,THE GARDENIA DRESS,the-gardenia-dress,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+V2UncmUgb2JzZXNzaW5nIG92ZXIgdGhlIGZsYXR0ZXJpbmcgZml0IG9mIHRoaXMgcHVycGxlIG1pbmkgd2l0aCB0aGUgcm91Y2hlZCBidXN0IGFuZCBydWZmbGVkIGRldGFpbCBhZGRpbmcgYSBmZW1pbmluZSBmbGFyZS48L3A+CjxtZXRhIGNoYXJzZXQ9InV0Zi04Ij4KPHVsPgo8bGk+PHNwYW4+OTUlIFBvbHllc3RlciwgNSUgU3BhbmRleDwvc3Bhbj48L2xpPgo8bGk+Um91Y2hlZCBidXN0PC9saT4KPGxpPlJ1ZmZsZWQgZGV0YWlsPC9saT4KPC91bD4KIyMjcmV0YWlsCjxwPjY1PC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,,1,1,1,1,,\N,13,2019-06-27 21:18:19,2024-03-21 14:18:56,,0,1,0,\N,1,52358,2639,3731118325812,2639,95268,570009059380,uploads/Lani-The-Label-The-Gardenia-Dress-FashionPass-Review-5_1582664284.jpg,Eh,"I really wanted to love this dress. But the fit was just weird, especially the sleeves. I wasn't sure if they went on the shoulders or off the shoulder. Didn't quite fit like the model. The color is beautiful though!",1,3,Fun,XS (0),XS,2020-02-25,Mayra,0,0,TX,1,2020-02-25 12:58:08,review_uploads_compressed/Lani-The-Label-The-Gardenia-Dress-FashionPass-Review-5_1582664284.jpg,0
2536,3696831954996,2,0,1,99,1,2019-06-04 00:00:00,ray-dress-delacy-navy-ce7-1.jpg,RAY DRESS,ray-dress,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+QSBzaW1wbGUsIGZsYXR0ZXJpbmcgZHJlc3MsIHBlcmZlY3QgdG8gdGhyb3cgb27CoGluIGEgcnVzaCBhbmQgbG9vayBlZmZvcnRsZXNzbHkgcHV0IHRvZ2V0aGVyLjwvcD4KPHVsPgo8bGk+VGllLWZyb250PC9saT4KPGxpPkN1dC1vdXQ8L2xpPgo8L3VsPgojIyNyZXRhaWwKPHA+MTIwPC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,,2,2,2,1,,\N,632,2019-06-05 04:11:26,2024-01-10 15:18:25,,0,0,0,\N,1,52357,2536,3696831954996,2536,134285,2764750946356,uploads/Delacy-Ray-Dress-FashionPass-Review-4_1582664198.jpg,Cute!!,So flattering. Chest is adjustable so I felt secure but it definitely shows them off!,1,5,Fun,XS (0),XS,2020-02-25,Laura,0,0,,1,2020-02-25 12:56:38,review_uploads_compressed/Delacy-Ray-Dress-FashionPass-Review-4_1582664198.jpg,0
2593,3717642551348,1,0,1,51,1,2019-06-18 13:16:04,hazelmidi-flynnskye-darkleopard-1.jpg,HAZEL MIDI,hazel-midi-1,PG1ldGEgY2hhcnNldD0idXRmLTgiPjxzcGFuPiMjI3NpemU8L3NwYW4+Cjx1bD4KPGxpPlJ1bnMgYSBiaXQgc21hbGwuIElmIGluIGJldHdlZW4gc2l6ZXMsIHdlIHJlY29tbWVuZCBzaXppbmcgdXAuwqA8L2xpPgo8bGk+TW9kZWxlZCBpbiBzaXplIFhTPC9saT4KPGxpPk1vZGVsIGhlaWdodCA1JzgiPC9saT4KPC91bD4KPHNwYW4+IyMjZGV0YWlsPC9zcGFuPgo8cD5XZSdyZSBjb252aW5jZWQgdGhpcyBpcyB0aGUgbW9zdCBmbGF0dGVyaW5nIG1pZGkgZHJlc3MgaW4gZXhpc3RlbmNlLiBUaGUgc2V4eSBsZWcgc2xpdCBhbmQgZml0dGVkIHdhaXN0IG1ha2VzIGl0IHBlcmZlY3QgZm9yIGFueSBib2R5LsKgPC9wPgo8dWw+CjxsaT4xMDAlIFJheW9uPC9saT4KPGxpPlVubGluZWQ8L2xpPgo8bGk+QWRqdXN0YWJsZSBzcGFnaGV0dGkgc3RyYXBzPC9saT4KPGxpPkJhY2sgemlwcGVyPC9saT4KPGxpPkhpZ2ggc2lkZSBsZWcgc2xpdDwvbGk+CjwvdWw+CjxzcGFuPiMjI3JldGFpbDwvc3Bhbj4KPHA+MTU4PC9wPgo8c3Bhbj4jIyNzYWxlPC9zcGFuPgo8cD5GaW5hbCBzYWxlLCBsaWtlIG5ldyBjb25kaXRpb248L3A+,,1,1,1,1,,\N,743,2019-06-18 22:22:38,2024-01-18 09:39:51,,0,1,0,\N,1,52356,2593,3717642551348,2593,95268,570009059380,uploads/Flynn-Skye-Hazel-Midi-FashionPass-Review-15_1582664053.jpg,Lightweight,Very comfortable dress and slit adds a bit of sexiness without being too revealing. Would be perfect for a summer vacation!,1,5,Fun,XS (0),XS,2020-02-25,Mayra,0,0,TX,1,2020-02-25 12:54:14,review_uploads_compressed/Flynn-Skye-Hazel-Midi-FashionPass-Review-15_1582664053.jpg,0
2539,3699752337460,3,0,2,105,0,2019-06-05 07:00:00,miniheartbreakerhoops-luvaj-gold-1.jpg,MINI HEARTBREAKER HOOPS,mini-heartbreaker-hoops,IyMjZGV0YWlsCjxwPldlIGhhdmUgbWFqb3IgaGVhcnQgZXllcyBmb3IgdGhlc2UgaGVhcnQgaG9vcHMhPC9wPgo8bWV0YSBjaGFyc2V0PSJ1dGYtOCI+CjxkaXYgY2xhc3M9IiIgc3R5bGU9ImRpc3BsYXk6IGlubGluZSAhaW1wb3J0YW50OyI+Cjx1bD4KPGxpPgo8ZGl2IGNsYXNzPSIiIHN0eWxlPSJkaXNwbGF5OiBpbmxpbmUgIWltcG9ydGFudDsiPlBvc3RzIGFyZSBtYWRlIGZyb20gc3VyZ2ljYWwgc3RlZWw8L2Rpdj4KPC9saT4KPGxpPk1hZGUgZnJvbSBCcmFzczwvbGk+CjxsaT5QbGF0ZWQgR29sZDwvbGk+CjwvdWw+CjwvZGl2Pgo8ZGl2IGNsYXNzPSIiPjxzcGFuIGNsYXNzPSJBcHBsZS10YWItc3BhbiI+PC9zcGFuPjwvZGl2Pgo8ZGl2IGNsYXNzPSIiPgo8c3BhbiBjbGFzcz0iQXBwbGUtdGFiLXNwYW4iPjwvc3Bhbj48YnI+IyMjcmV0YWlsPC9kaXY+CjxwPjQwPC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,,1,1,1,1,,\N,556,2019-06-06 03:05:51,2024-01-10 15:04:43,,0,0,0,\N,1,52350,2539,3699752337460,2539,134285,2764750946356,uploads/Luv-Aj-Mini-Heartbreaker-Hoops-FashionPass-Review-21_1582663840.jpg,Did not love,Annoying to put on and didnt feelSecure,0,2,Date,,--,2020-02-25,Laura,0,0,,1,2020-02-25 12:50:42,review_uploads_compressed/Luv-Aj-Mini-Heartbreaker-Hoops-FashionPass-Review-21_1582663840.jpg,0
3521,4467472367668,1,0,1,6,1,2020-02-10 08:00:00,weston-denim-mini-dress-for-love-and-lemons-pink-floral-e75-1.jpg,WESTON DENIM MINI DRESS,weston-denim-mini-dress,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgUzwvbGk+CjxsaT5Nb2RlbCBoZWlnaHQgNSc5LjUiPC9saT4KPC91bD4KIyMjZGV0YWlsCjxwPldlIGFyZSBvYnNlc3NlZCB3aXRoIHRoZSB3ZXN0ZXJuLWluc3BpcmVkIGZsb3JhbCBwaWVjZSBieSBGb3IgTG92ZSAmYW1wOyBMZW1vbnMuIFBlcmZlY3QgZm9yIGZlc3RpdmFsIHNlYXNvbiE8L3A+Cjx1bD4KPGxpPjk3JSBDb3R0b24gMyUgU3BhbmRleDxicj4KPC9saT4KPGxpPkxpbmluZzogOTAlIFBvbHllc3RlciAxMCUgU3BhbmRleDwvbGk+CjxsaT5XZXN0ZXJuIFBvY2tldCBEZXRhaWxpbmc8L2xpPgo8bGk+TWF0Y2hpbmcgV2VzdGVybiBCZWx0PC9saT4KPGxpPkZpdHRlZCBUaHJvdWdob3V0PC9saT4KPGxpPkZ1bGx5IExpbmVkPC9saT4KPGxpPkFkanVzdGFibGUgU3RyYXBzPC9saT4KPGxpPkNlbnRlciBCYWNrIE1ldGFsIFppcHBlcjwvbGk+CjwvdWw+CiMjI3JldGFpbAo8cD4xODc8L3A+CiMjI3NhbGUKPHA+RmluYWwgc2FsZSwgbGlrZSBuZXcgY29uZGl0aW9uPC9wPg==,Please turn inside out to check inside lining for dirt or tanner. MAKE SURE BELT IS CLEAN!,2,2,2,1,,\N,632,2020-02-11 01:12:49,2024-03-07 08:48:07,,0,1,0,\N,1,52346,3521,4467472367668,3521,134285,2764750946356,uploads/For-Love-And-Lemons-Weston-Denim-Mini-Dress-FashionPass-Review-5_1582663686.jpg,Cute!!,Perfect for a country concert and very flattering,1,5,Concert,XS (0),XS,2020-02-25,Laura,0,0,,1,2020-02-25 12:48:07,review_uploads_compressed/For-Love-And-Lemons-Weston-Denim-Mini-Dress-FashionPass-Review-5_1582663686.jpg,0
3077,4247795630132,1,0,1,24,1,2019-10-11 00:00:00,como-knit-jumper-lost-in-lunar-khaki-322-1.jpg,COMO KNIT JUMPER,como-knit-jumper,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+VGhpcyBjdXRlIGFuZCBjb3p5IHN3ZWF0ZXIgYnkgTG9zdCBpbiBMdW5hciBmZWF0dXJlcyBhIHN1cGVyIGN1dGUgYW5pbWFsIHByaW50IHRoYXQgbmV2ZXIgZ29lcyBvdXQgb2Ygc3R5bGUhPC9wPgo8dWw+CjxsaT42MCUgQWNyeWxpYyA0MCUgUmF5b248L2xpPgo8bGk+U2xpZ2h0IGJhbGxvb24gc2xlZXZlczwvbGk+CjxsaT5Sb3VuZCBuZWNrbGluZTwvbGk+CjxsaT5SaWJiZWQgY3VmZnM8L2xpPgo8L3VsPgojIyNyZXRhaWwKPHA+MTg3PC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,THESE SHRINK! Please steam to stretch out!!! ,1,1,1,1,,\N,623,2019-10-12 00:41:29,2024-03-18 14:11:46,,0,1,0,\N,1,52344,3077,4247795630132,3077,134285,2764750946356,uploads/Lost-In-Lunar-Como-Knit-Jumper-FashionPass-Review-13_1582663621.jpg,Warm and stylish,Thought about keeping I liked the pattern so much!,3,5,Vacation,XS (0),XS,2020-02-25,Laura,0,0,,1,2020-02-25 12:47:01,review_uploads_compressed/Lost-In-Lunar-Como-Knit-Jumper-FashionPass-Review-13_1582663621.jpg,0
460,1220657053748,1,0,1,5,0,2018-08-23 16:37:00,dean-cross-over-top-wayf-black-8a1-1.jpg,DEAN CROSS OVER TOP,dean-cross-over-top,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+V2Uga25vdyB5b3UnbGwgYmUgdGhlIGJvc3MgYmFiZSBvZiB0aGUgb2ZmaWNlIGluIHRoaXMgV0FZRiB0b3AhwqA8L3A+Cjx1bD4KPGxpPlYtbmVjazwvbGk+CjxsaT5GbG9yYWwsIHNoZWVyPC9saT4KPC91bD4KIyMjcmV0YWlsCjxwPjY1PC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,,2,2,2,1,,\N,632,2018-08-22 23:21:42,2024-01-10 15:18:25,,0,0,0,\N,1,52342,460,1220657053748,460,1552,6043233927,uploads/Wayf-Dean-Cross-Over-Top-FashionPass-Review-2_1582661142.jpg,Pretty but very sheer,A little itchy and more sheer than I thought (def needs a cami underneath) but pretty and flattering,2,5,Work/Office_Event,S (4),S,2020-02-25,McKenna,0,0,CA,1,2020-02-25 12:05:42,review_uploads_compressed/Wayf-Dean-Cross-Over-Top-FashionPass-Review-2_1582661142.jpg,0
3411,4437380857908,3,0,2,18,0,2020-01-03 00:00:00,pearl-and-crystal-round-ring-hair-barrette-ettika-gold-b32-1.jpg,PEARL AND CRYSTAL ROUND RING HAIR BARRETTE,pearl-and-crystal-round-ring-hair-barrette,IyMjZGV0YWlsCjxwPkRhenpsZSBpbiB0aGlzIHVsdHJhLWNoaWMgaGFpciBiYXJyZXR0ZSBieSBFdHRpa2EuwqA8L3A+Cjx1bD4KPGxpPkdvbGQgdG9uZSBwbGF0ZWQ8L2xpPgo8bGk+WmluYzwvbGk+CjxsaT5GYXV4IFBlYXJsPC9saT4KPGxpPkdsYXNzPC9saT4KPGxpPkxlbmd0aDogMS42IEluY2hlczwvbGk+CjwvdWw+CiMjI3JldGFpbAo8cD4xODc8L3A+CiMjI3NhbGUKPHA+RmluYWwgc2FsZSwgbGlrZSBuZXcgY29uZGl0aW9uPC9wPg==,,2,2,2,1,,\N,632,2020-01-04 01:20:41,2024-01-10 09:23:56,,0,0,0,\N,1,52341,3411,4437380857908,3411,1552,6043233927,uploads/Ettika-Pearl-And-Crystal-Round-Ring-Hair-Barrette-FashionPass-Review-5_1582661077.jpg,Fun accessory!,"Felt like I was back in middle school haha but this was super cute and I got a few compliments, but I have really thick hair so it didn't hold much. Next time would use bobby pins too",0,5,Fun,,--,2020-02-25,McKenna,0,0,CA,1,2020-02-25 12:04:38,review_uploads_compressed/Ettika-Pearl-And-Crystal-Round-Ring-Hair-Barrette-FashionPass-Review-5_1582661077.jpg,0
1715,1030061817908,2,0,1,67,0,2018-06-04 00:00:00,surplus-sweatpant-splendid-rose-dust-039-1.jpg,SURPLUS SWEATPANT,surplus-sweatpant,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+WW91J2xsIG5ldmVyIHdhbnQgdG8gY2hhbmdlIG91dCBvZiB0aGVzZSBjb3p5IHN3ZWF0cGFudHMgb25jZSB5b3UgcHV0IHRoZW0gb24uwqBUaGVzZSBhcmUgcGVyZmVjdCBmb3IgZXZlcnl0aGluZyBmcm9tIGEgZGF5IG9mIGN1ZGRsaW5nIG9uIHRoZSBjb3VjaCB0byBydW5uaW5nIGVycmFuZHMgYXJvdW5kIHRvd24hPC9wPgo8dWw+CjxsaT4xMDAlIGNvdHRvbjwvbGk+CjxsaT5FbGFzdGljaXplZCBkcmF3c3RyaW5nIHdhaXN0PC9saT4KPGxpPlNpZGUgc2xhbnQgcG9ja2V0czwvbGk+CjxsaT5FbGFzdGljaXplZCBsZWcgb3BlbmluZ3M8L2xpPgo8L3VsPgojIyNyZXRhaWwKPHA+MTE4PC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,,2,2,2,1,,\N,632,2018-06-05 00:34:52,2024-01-10 15:18:25,-,0,0,0,\N,1,52340,1715,1030061817908,1715,1552,6043233927,uploads/Splendid-Surplus-Sweatpant-FashionPass-Review-2_1582660439.jpg,Didnt love,Cute color but didn't love the fit,3,3,Fun,S (4),XS,2020-02-25,McKenna,0,0,CA,1,2020-02-25 11:53:59,review_uploads_compressed/Splendid-Surplus-Sweatpant-FashionPass-Review-2_1582660439.jpg,0
861,431098200101,2,0,1,13,1,2017-12-18 00:00:00,jamie-belt-shirt-dress-fashionpass-grey-f49-1.jpg,JAMIE BELT SHIRT DRESS,jamie-belt-shirt-dress,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgUzwvbGk+CjxsaT5Nb2RlbCBoZWlnaHQgNSc4IjwvbGk+CjwvdWw+CiMjI2RldGFpbAo8cD5UaGlzIHNoaXJ0IGRyZXNzIGlzIHBlcmZlY3QgZm9yIGV2ZXJ5dGhpbmcgZnJvbSB0aGUgb2ZmaWNlIHRvIHdlZWtlbmQgb3V0aW5ncy4gR3JlYXQgcGFpcmVkIHdpdGggYm9vdGllcyBhbmQgYSBibGFjayBsZWF0aGVyIGphY2tldC7CoDwvcD4KIyMjcmV0YWlsCjxwPjY4PC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,Fabric  has small black dots all over.,2,2,2,1,,\N,632,2017-12-19 01:41:14,2024-01-10 15:18:25,-,0,0,0,\N,1,52339,861,431098200101,861,1552,6043233927,uploads/Fashionpass-Jamie-Belt-Shirt-Dress-FashionPass-Review-2_1582659010.jpg,Cute and versatile,Dressed this up with tights and boots to wear to work but the metal holes the belt tie goes through were uncomfortable against my bare skin,1,4,Fun,S (4),S,2020-02-25,McKenna,0,0,CA,1,2020-02-25 11:30:10,review_uploads_compressed/Fashionpass-Jamie-Belt-Shirt-Dress-FashionPass-Review-2_1582659010.jpg,0
3340,4409728499764,3,0,2,104,0,2019-12-11 00:00:00,stargazernecklaceblackonyx-joydravecky-blackonyx-1.jpg,STARGAZER NECKLACE BLACK ONYX,stargazer-necklace-black-onyx,IyMjZGV0YWlsCjxkaXYgY2xhc3M9InJ0ZSIgaXRlbXByb3A9ImRlc2NyaXB0aW9uIj4KPHA+U3RhcmdhemVyIE5lY2tsYWNlIEJsYWNrIE9ueXggYnkgSm95IERyYWN2ZWNreSBoYXMgMTRLIEdvbGQgcGxhdGVkIGNoYWluIHdpdGggMTggaW5jaGVzIHBsdXMgMiBpbmNoIGV4dGVuZGVyLjwvcD4KPC9kaXY+Cjx1bD4KPGxpPkJMQUNLIE9OWVg8YnI+CjwvbGk+CjwvdWw+CiMjI3JldGFpbAo8cD45ODwvcD4KIyMjc2FsZQo8cD5GaW5hbCBzYWxlLCBsaWtlIG5ldyBjb25kaXRpb248L3A+,,2,2,2,1,,\N,632,2019-12-12 05:36:53,2024-01-10 09:23:56,,0,0,0,\N,1,52331,3340,4409728499764,3340,129682,2030337851444,uploads/Joy-Dravecky-Stargazer-Necklace-Black-Onyx-FashionPass-Review-2_1582657982.jpg,LOVE!,"Loved this necklace especially the chain, it was the perfect length too.",0,5,Fun,,--,2020-02-25,Jessie,0,0,,1,2020-02-25 11:13:03,review_uploads_compressed/Joy-Dravecky-Stargazer-Necklace-Black-Onyx-FashionPass-Review-2_1582657982.jpg,0
3551,4472066179124,2,0,1,3,1,2020-02-19 00:00:00,lela-blouse-1-free-people-coral-9f4-1.jpg,LELA BLOUSE,lela-blouse-1,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnMTAiPC9saT4KPC91bD4KIyMjZGV0YWlsCjxwPldlIGFic29sdXRlbHkgYWRvcmUgdGhpcyByZXRyby1pbnNwaXJlZCBmbG9yYWwgcHJpbnRlZCBMZWxhwqBCbG91c2UgYnkgRnJlZSBQZW9wbGUhwqA8L3A+Cjx1bD4KPGxpPjxzcGFuPjEwMCUgUG9seWVzdGVyPC9zcGFuPjwvbGk+CjxsaT5WLW5lY2tsaW5lPC9saT4KPGxpPkJ1dHRvbiBjbG9zdXJlcyBkb3duIHRoZSBmcm9udDwvbGk+CjxsaT5UaWUgZGV0YWlsIG9uIHRoZSBuZWNrPC9saT4KPGxpPlJ1ZmZsZSBjdWZmPC9saT4KPGxpPlNtb2NrZWQgbmVja2xpbmU8L2xpPgo8L3VsPgojIyNyZXRhaWwKPHA+MTg3PC9wPgojIyNzYWxlCjxwPkZpbmFsIHNhbGUsIGxpa2UgbmV3IGNvbmRpdGlvbjwvcD4=,"Back bottom fabric is stretched, passable.",2,2,2,1,,\N,13,2020-02-20 00:28:46,2024-01-20 23:26:21,,0,1,0,\N,1,52329,3551,4472066179124,3551,129682,2030337851444,uploads/Free-People-Lela-Blouse-FashionPass-Review-1_1582657790.jpg,Perfect for work,Loved this top for work! Its very thin and needs a tank underneath and it was longer than I thought so I actually tied the front.,3,4,Work/Office_Event,XS (0),XS,2020-02-25,Jessie,0,0,,1,2020-02-25 11:09:51,review_uploads_compressed/Free-People-Lela-Blouse-FashionPass-Review-1_1582657790.jpg,0
3049,4199597768756,1,0,1,17,1,2019-10-10 00:00:00,jilliansweater-lineanddot-ivory-1.jpg,JILLIAN SWEATER,jillian-sweater,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+UmVudCB0aGlzIGFtYXppbmcgZXZlcnlkYXkgcGllY2UgYnkgTGluZSAmYW1wOyBEb3QuIFBhaXIgaXQgd2l0aCBzb21lIHRyb3VzZXJzIGZvciBhIGRheSBhdCB0aGUgb2ZmaWNlLCBvciBlZGdlIGl0IHVwIHdpdGggamVhbnMgYW5kIGxlYXRoZXIgamFja2V0IHdoZW4geW91J3JlIG91dCBhbmQgYWJvdXQhPC9wPgo8dWw+CjxsaT43NyUgQWNyeWxpYywgMjAlIE55bG9uLCAzJSBTcGFuZGV4PC9saT4KPGxpPkhvbmV5Y29tYiB0ZXh0dXJlZCBrbml0IGZhYnJpYzwvbGk+CjwvdWw+CiMjI3JldGFpbAo8cD4xODc8L3A+CiMjI3NhbGUKPHA+RmluYWwgc2FsZSwgbGlrZSBuZXcgY29uZGl0aW9uPC9wPg==,Check for pilling,1,1,1,1,,\N,13,2019-10-11 00:28:44,2024-03-18 10:43:21,,0,1,0,\N,1,52328,3049,4199597768756,3049,95263,570005553204,uploads/Line-And-Dot-Jillian-Sweater-FashionPass-Review-8_1582657193.jpg,Simple,This is the perfect neutral sweater. Its thin but still super warm,1,5,Vacation,M (8),M,2020-02-25,Lexi,0,0,GA,1,2020-02-25 10:59:54,review_uploads_compressed/Line-And-Dot-Jillian-Sweater-FashionPass-Review-8_1582657193.jpg,0
3103,4294657835060,2,0,1,80,1,2019-10-21 00:00:00,kyra-crop-jacket-bishop-and-young-copper-b1e-1.jpg,KYRA CROP JACKET,kyra-crop-jacket,IyMjc2l6ZQo8dWw+CjxsaT5SdW5zIHRydWUgdG8gc2l6ZTwvbGk+CjxsaT5Nb2RlbGVkIGluIHNpemUgWFM8L2xpPgo8bGk+TW9kZWwgaGVpZ2h0IDUnOCI8L2xpPgo8L3VsPgojIyNkZXRhaWwKPHA+QmVjYXVzZSBmYWxsIGlzIGhlcmUgYW5kIGZ1bGwtbGVuZ3RoIGphY2tldHMgYXJlIHNvb28gb3ZlcnJhdGVkLiBTaG9wIHRoaXMgYW1hemluZyBjcm9wcGVkIHBpZWNlIGJ5IEJpc2hvcCArIFlvdW5nIcKgPC9wPgo8dWw+CjxsaT45OCUgQ290dG9uIDIlIFNwYW5kZXg8L2xpPgo8bGk+Q3JvcHBlZDwvbGk+CjxsaT5Gcm9udCBwb2NrZXQgZGV0YWlsPC9saT4KPC91bD4KIyMjcmV0YWlsCjxwPjE4NzwvcD4KIyMjc2FsZQo8cD5GaW5hbCBzYWxlLCBsaWtlIG5ldyBjb25kaXRpb248L3A+,,2,2,2,1,,\N,632,2019-10-22 01:05:04,2024-01-10 15:18:25,,0,1,0,\N,1,52327,3103,4294657835060,3103,95263,570005553204,uploads/Bishop-+-Young-Kyra-Crop-Jacket-FashionPass-Review-13_1582656617.jpg,Love the color,This jacket is super cute and cropped. The color is beautiful,1,5,Fun,M (8),L,2020-02-25,Lexi,0,0,GA,1,2020-02-25 10:50:17,review_uploads_compressed/Bishop-+-Young-Kyra-Crop-Jacket-FashionPass-Review-13_1582656617.jpg,0
