original_product,matched_product,cosin_score
6823,9152,0.4091982
6823,327,0.4873336
6823,3128,0.7019758
6823,1753,0.4662643
6823,1543,0.5373864
6823,4650,0.41751376
6823,3724,0.69648266
6823,6859,0.40758988
6823,4686,0.5548368
6823,8184,0.59941834
6823,2209,0.40560088
6823,610,0.70313203
6823,7319,0.7362458
6823,8052,0.6060968
6823,1898,0.42736867
6823,3738,0.4639068
6823,2638,0.5496333
6823,6964,0.78637284
6823,2866,0.42622623
6823,3855,0.4791953
6823,3196,0.40631098
6823,2463,0.6038674
6823,2947,0.5207263
6823,4071,0.45079428
6823,6093,0.40199748
6823,1749,0.47066894
6823,4954,0.4128402
6823,6025,0.447979
6823,4295,0.43039784
6823,3523,0.53478366
6823,18,0.5102032
6823,8314,0.6911828
6823,745,0.5589176
6823,206,0.5942456
6823,4557,0.5548896
6823,1016,0.62257874
6823,3955,0.4480789
6823,5367,0.40149492
6823,684,0.4141153
6823,27,0.42714354
6823,2009,0.55532473
6823,6417,0.44419858
6823,8187,0.680019
6823,2751,0.5384785
6823,4606,0.4796096
6823,1792,0.49644768
6823,17,0.62355506
6823,1772,0.48627418
6823,6907,0.6511966
6823,131,0.44803286
6823,6777,0.7388486
6823,6668,0.5373864
6823,8937,0.70278907
6823,736,0.480372
6823,5433,0.7402419
6823,2537,0.42855954
6823,1827,0.43365252
6823,5842,0.6953218
6823,1046,0.4628993
6823,8436,0.5550096
6823,8343,0.7338883
6823,3197,0.66858447
6823,1799,0.40992507
6823,2673,0.5102032
6823,3518,0.5551147
6823,7219,0.41046602
6823,6620,0.4117881
6823,2473,0.50758463
6823,4352,0.5373864
6823,7031,0.43855894
6823,1448,0.42622623
6823,8099,0.636612
6823,5956,0.6953218
6823,839,0.41895425
6823,4208,0.4206483
6823,8003,0.40631098
6823,8890,0.4350362
6823,4847,0.40947545
6823,5995,0.42622623
6823,6813,0.4172495
6823,1796,0.53630036
6823,1927,0.40116745
6823,7083,0.4443352
6823,4567,0.57453895
6823,1734,0.6511966
6823,517,0.4550692
6823,4116,0.42622623
6823,8212,0.581366
6823,2695,0.42622623
6823,8788,0.6330233
6823,6062,0.57453895
6823,6066,0.4154507
6823,653,0.4752327
6823,6070,0.5380424
6823,230,0.40391293
6823,2145,0.55201495
6823,4677,0.4145438
6823,8611,0.46644446
6823,8007,0.40631098
6823,3778,0.574586
6823,3816,0.42622623
6823,3535,0.7019758
6823,2787,0.515894
6823,4075,0.42622623
6823,8305,0.5373864
6823,8449,0.42622623
6823,8533,0.57691777
6823,68,0.5449022
6823,702,0.48499298
6823,6361,0.41751376
6823,3540,0.6478093
6823,8923,0.5384785
6823,1171,0.44181228
6823,2844,0.41925773
6823,7515,0.5198614
6823,2956,0.40318412
6823,4784,0.6023703
6823,2449,0.770169
6823,1356,0.4490444
6823,404,0.43935743
6823,3459,0.5787859
6823,2958,0.47885555
6823,5014,0.40631098
6823,2661,0.43648595
6823,19,0.5102032
6823,464,0.41292775
6823,8321,0.62228286
6823,1625,0.6438904
6823,5364,0.43105793
6823,2782,0.48451614
6823,6071,0.49630386
6823,6872,0.49525306
6823,8593,0.64881164
6823,4811,0.41925773
6823,4275,0.48077142
6823,8043,0.636612
6823,2682,0.58847713
6823,6856,0.447979
6823,4380,0.55918676
6823,4003,0.535428
6823,6011,0.7388486
6823,7475,0.5222608
6823,7697,0.44382453
6823,4450,0.472788
6823,507,0.46306413
6823,2044,0.4417405
6823,3847,0.73074394
6823,3658,0.40577534
6823,8495,0.67271334
6823,3907,0.6219152
6823,7992,0.6511966
6823,2022,0.53039604
6823,2507,0.43872285
6823,1627,0.8158287
6823,8667,0.5884164
6823,1682,0.4129758
6823,1059,0.42622623
6823,8398,0.62080705
6823,1828,0.40391293
6823,1900,0.40039015
6823,5013,0.44702035
6823,7972,0.69446594
6823,879,0.56800526
6823,3322,0.50332415
6823,6589,0.4586757
6823,1917,0.426351
6823,4051,0.40973222
6823,5909,0.5373864
6823,985,0.4045799
6823,5901,0.68091583
6823,5198,0.42573327
6823,7169,0.45239943
6823,1842,0.4480789
6823,5021,0.54860926
6823,6283,0.51397926
6823,3681,0.5994496
6823,7151,0.4206483
6823,2674,0.5102032
6823,1603,0.45079428
6823,2788,0.515894
6823,6678,0.44419858
6823,1723,0.66251194
6823,2261,0.40988222
6823,650,0.49303567
6823,3519,0.80960995
6823,1879,0.44810635
6823,1370,0.42243204
6823,8107,0.48965186
6823,6372,0.8031274
6823,8247,0.5301736
6823,8497,0.47607714
6823,7596,0.40327835
6823,8610,0.51397926
6823,380,0.40947545
6823,3050,0.51397926
6823,612,0.40088987
6823,6802,0.46425742
6823,8519,0.43360844
6823,7817,0.41168162
6823,2715,0.43440366
6823,2653,0.5295161
6823,9103,0.55760926
6823,4783,0.6300113
6823,3065,0.6023703
6823,9102,0.6953218
6823,4732,0.42622623
6823,2457,0.44602954
6823,6027,0.5373864
6823,7486,0.4206483
6823,3851,0.62228286
6823,2501,0.5453952
6823,8783,0.60922194
6823,3616,0.4044823
6823,2985,0.6602447
6823,242,0.4882565
6823,5687,0.6547953
6823,682,0.45232034
6823,5646,0.42622623
6823,8664,0.41925773
6823,1256,0.4050625
6823,5451,0.50748545
6823,7178,0.5976233
6823,7647,0.60722405
6823,6165,0.5169146
6823,7635,0.6562974
6823,2489,0.4776673
6823,8512,0.6837428
6823,7454,0.600697
6823,3062,0.48698008
6823,9268,0.4461926
6823,5955,0.82047343
6823,992,0.47901756
6823,8211,0.7338883
6823,5843,0.7388486
6823,4283,0.47607714
6823,8766,0.7817794
6823,3235,0.6511966
6823,6273,0.41778317
6823,497,0.60211205
6823,6525,0.40758988
6823,7881,0.48974198
6823,9175,0.6723285
6823,1447,0.45079428
6823,4679,0.40318412
6823,7517,0.403575
6823,6590,0.5198614
6823,4932,0.5660002
6823,6193,0.47607714
6823,9198,0.46571136
6823,3231,0.40116745
6823,8529,0.44326392
6823,1011,0.53240913
6823,1826,0.45913473
6823,7104,0.48974198
6823,6994,0.45864466
6823,465,0.4253752
6823,3486,0.5041303
6823,3088,0.45669723
6823,1902,0.53207743
6823,1752,0.41492522
6823,1529,0.49060032
6823,7298,0.7388486
6823,4749,0.4091982
6823,7991,0.6911828
6823,3383,0.6040001
6823,6787,0.45079428
6823,7008,0.4628415
6823,806,0.49186906
6823,945,0.4571837
6823,7001,0.59300447
6823,5992,0.42622623
6823,1859,0.47607714
6823,3632,0.48774815
6823,1220,0.4501878
6823,6416,0.45947674
6823,5202,0.41243008
6823,6022,0.69398195
6823,20,0.5102032
6823,1895,0.41245058
6823,1014,0.49928382
6823,8297,0.5602098
6823,1731,0.44701472
6823,1748,0.41630003
6823,6073,0.41925773
6823,4303,0.4206483
6823,3086,0.59697825
6823,3313,0.4116609
6823,3732,0.66501737
6823,9271,0.51591355
6823,2024,0.40149492
6823,2622,0.45005503
6823,2783,0.4846059
6823,7828,0.7338883
6823,1285,0.7579881
